name,speciality,hospital,city,timestamp
dr. A.A. Ayu Ratnawati Sp.M,Sp. Anak,RS Lira Medika,"Karawang Timur, Kabupaten Karawang",2025-05-22 16:48:58
dr. ACKNI HARTATI MKES SP.A,Sp. Anak,RS Permata Bekasi,"Mustika Jaya, Bekasi",2025-05-22 16:48:58
dr. ADE AMELIA SP. A M.Ked,Sp. Anak,RS Citra Sari Husada,"Klari, Kabupaten Karawang",2025-05-22 16:48:58
"dr. ADE AMELIA, M.Ked (Ped) Sp.A",Sp. Anak,RS Citra Sari Husada,"Klari, Kabupaten Karawang",2025-05-22 16:48:58
"dr. ADE AMELIA, M.Ked (Ped) Sp.A",Sp. Anak,RS Citra Sari Husada,"Klari, Kabupaten Karawang",2025-05-22 16:48:58
"dr. ADE AMELIA, M.Ked (Ped) Sp.A",Sp. Anak,RS Citra Sari Husada,"Klari, Kabupaten Karawang",2025-05-22 16:48:58
"AGUNG GAUTAMA TANUHARADJA, Dr. Sp.A",Sp. Anak,RS Medistra,"Setiabudi, Jakarta Selatan",2025-05-22 16:48:58
"dr. ALVIN HARDI HARDJAWINATA, MARS SpAK",Sp. Anak,Mayapada Hospital Jakarta Selatan,"Cilandak, Jakarta Selatan",2025-05-22 16:48:58
dr. Abdul Mutholib Rambe Sp.A,Sp. Anak,RS Murni Teguh Eria,"Seukajadi, Kota Pekanbaru",2025-05-22 16:48:58
"dr. Achmad Yudha A. P., M.Kes Sp.A",Sp. Anak,RS JIH Purwokerto,"Kembaran, Kabupaten Banyumas",2025-05-22 16:48:58
dr. Acil Rukmono Sp.A,Sp. Anak,RS Permata Keluarga Karawang,"Telukjambe Timur, Kabupaten Karawang",2025-05-22 16:49:00
dr Adam Sultansah Sp. A,Sp. Anak,RSU Fikri Medika,"Klari, Kabupaten Karawang",2025-05-22 16:49:00
dr. Ade Amalia Sp. A,Sp. Anak,RS Citra Sari Husada,"Klari, Kabupaten Karawang",2025-05-22 16:49:00
"dr Ade Hafni, Sp.A",Sp. Anak,RSU Fikri Medika,"Klari, Kabupaten Karawang",2025-05-22 16:49:00
"dr. Adhie Nur Radityo, MSi, Med, SP.A(K)",Sp. Anak,RS Telogorejo,"Semarang Tengah, Kota Semarang",2025-05-22 16:49:00
"dr. Adi Suryanto Budhipramono, Sp.A",Sp. Anak,Siloam Hospitals Lippo Village,"Kelapa Dua, Kabupaten Tangerang",2025-05-22 16:49:00
"dr. Aedi Budi Dharma, dr, Sp.A(K) M.Kes",Sp. Anak,RSIA Limijati,"Bandung Wetan, Kota Bandung",2025-05-22 16:49:00
Dr. Agung Danar Restiono Sp. A,Sp. Anak,RSU Islam Harapan Anda Tegal,"Tegal Selatan, Kota Tegal",2025-05-22 16:49:00
"dr. Agus Darajat, Sp.A M.Kes",Sp. Anak,RS Mulia Pajajaran,"Bogor Utara, Bogor",2025-05-22 16:49:00
"dr. Agus Priyatno, SpA",Sp. Anak,RS Telogorejo,"Semarang Tengah, Kota Semarang",2025-05-22 16:49:00
"Dr. Agustina Santi Sp.A, M.Sc, IBCLC",Sp. Anak,Siloam Hospitals Denpasar,"Kuta, Kabupaten Badung",2025-05-22 16:49:03
"dr. Agustinus Patandianan, Sp.A",Sp. Anak,RS Bina Husada,"Cibinong, Kabupaten Bogor",2025-05-22 16:49:03
"dr. Ahmad Fauzin, Sp.A",Sp. Anak,RS Mitra Keluarga Waru,"Waru, Kabupaten Sidoarjo",2025-05-22 16:49:03
Dr. Aji Kristianto Wijaya Sp.A,Sp. Anak,RS Mitra Keluarga Pondok Tjandra,"Waru, Kabupaten Sidoarjo",2025-05-22 16:49:03
dr. Aldo Yustiantio Muliana Sp.A,Sp. Anak,RS Panti Wilasa Citarum,"Semarang Timur, Kota Semarang",2025-05-22 16:49:03
dr. Aleander Leonard Caesar J Sp.A.,Sp. Anak,RS Mitra Keluarga Pondok Tjandra,"Waru, Kabupaten Sidoarjo",2025-05-22 16:49:03
"dr. Alexander Leonard C.J, Sp.A",Sp. Anak,RS Mitra Keluarga Pondok Tjandra,"Waru, Kabupaten Sidoarjo",2025-05-22 16:49:03
dr. Alexander Leonard Caesar J Sp.A.,Sp. Anak,RS Mitra Keluarga Pondok Tjandra,"Waru, Kabupaten Sidoarjo",2025-05-22 16:49:03
dr. Alexander Leonard Caesar J Sp.A.,Sp. Anak,RS Mitra Keluarga Pondok Tjandra,"Waru, Kabupaten Sidoarjo",2025-05-22 16:49:03
"dr. Ali Sjahri, Sp.A",Sp. Anak,Mayapada Hospital Bogor,"Bogor Timur, Bogor",2025-05-22 16:49:03
dr. Alok Adipurnama Sp.A,Sp. Anak,RS Immanuel,"Bojongloa Kidul, Kota Bandung",2025-05-22 16:49:05
"dr. Analysa Margaretha Bogar, Sp.A",Sp. Anak,Siloam Hospitals Bogor,"Bogor Tengah, Bogor",2025-05-22 16:49:05
"dr. Anastasia Maureen, Sp.A",Sp. Anak,Mayapada Hospital Tangerang,"Tangerang, Tangerang",2025-05-22 16:49:05
dr. Andreas Liando SpA,Sp. Anak,Siloam Hospitals Lippo Village,"Kelapa Dua, Kabupaten Tangerang",2025-05-22 16:49:05
"dr. Andreas Liando, Sp.A",Sp. Anak,Siloam Hospitals Lippo Village,"Kelapa Dua, Kabupaten Tangerang",2025-05-22 16:49:05
"dr. Andry Juliansen, Sp.A",Sp. Anak,Siloam Hospitals Lippo Village,"Kelapa Dua, Kabupaten Tangerang",2025-05-22 16:49:05
"dr. Andry Tangkilisan, Sp.A,",Sp. Anak,RS PIK,"Penjaringan, Jakarta Utara",2025-05-22 16:49:05
"dr. Andy Darma, Sp.A (K)",Sp. Anak,RS Mitra Keluarga Surabaya,"Sukomanunggal, Kota Surabaya",2025-05-22 16:49:05
"dr. Andy Japutra, Sp.A",Sp. Anak,Siloam Hospitals Kebon Jeruk,"Kebon Jeruk, Jakarta Barat",2025-05-22 16:49:05
"dr. Angelica, Sp.A CIMI",Sp. Anak,RS Royal Taruma,"Grogol Petamburan, Jakarta Barat",2025-05-22 16:49:05
dr. Angelina Armine Susanto Putri Sp.A,Sp. Anak,Eka Hospital Bekasi,"Tarumajaya, Kabupaten Bekasi",2025-05-22 16:49:07
dr. Anisa Setiorini Sp.A,Sp. Anak,RS EMC Sentul,"Babakan Madang, Kabupaten Bogor",2025-05-22 16:49:07
dr. Anita Juniatiningsih Sp.A,Sp. Anak,Klinik Tembuni Birth Center,"Mampang Prapatan, Jakarta Selatan",2025-05-22 16:49:07
"dr. Anita Kartika Sari, Sp.A",Sp. Anak,RS Mitra Keluarga Depok,"Pancoran Mas, Depok",2025-05-22 16:49:07
"dr. Anita Rusmawati, M.Kes Sp.A",Sp. Anak,Klinik Ria Pilar,"Cikarang Utara, Kabupaten Bekasi",2025-05-22 16:49:07
"dr. Anita Rusmawati, M.Kes SpA",Sp. Anak,Klinik Ria Pilar,"Cikarang Utara, Kabupaten Bekasi",2025-05-22 16:49:07
"dr. Annisa Nur Aini, Sp.A",Sp. Anak,RSUP Dr. Sitanala Tangerang,"Neglasari, Tangerang",2025-05-22 16:49:07
"dr. Annisa Zuhrah, Sp.A",Sp. Anak,RSIA PKU Muhammadyah Cipondoh,"Cipondoh, Tangerang",2025-05-22 16:49:07
dr. Ardita Puspitadewi Sp.A.,Sp. Anak,RS Mitra Keluarga Bekasi Timur,"Bekasi Timur, Bekasi",2025-05-22 16:49:07
"dr. Ardita Puspitadewi, Sp.A",Sp. Anak,RS Mitra Keluarga Bekasi Timur,"Bekasi Timur, Bekasi",2025-05-22 16:49:07
"dr. Areta Idarto, Sp.A",Sp. Anak,RS Mitra Keluarga Kenjeran,"Mulyorejo, Kota Surabaya",2025-05-22 16:49:09
"dr. Ari Setyawati, Sp.A",Sp. Anak,RS Mitra Keluarga Waru,"Waru, Kabupaten Sidoarjo",2025-05-22 16:49:09
"dr. Ariawan Setiadi, Sp.A",Sp. Anak,Siloam Hospitals Semarang,"Semarang Selatan, Kota Semarang",2025-05-22 16:49:09
"dr. Arie Yulianto, Sp.A., M.Sc",Sp. Anak,Mayapada Hospital Kuningan,"Setiabudi, Jakarta Selatan",2025-05-22 16:49:09
"dr. Arieta Rachmawati Kawengian, Sp.A",Sp. Anak,Siloam Hospitals Palangka Raya,"Pahandut, Kota Palangka Raya",2025-05-22 16:49:09
dr. Arif Priambodo Sp. A,Sp. Anak,RS Bayukarta,"Karawang Barat, Kabupaten Karawang",2025-05-22 16:49:09
"dr. Aris Soebardi, Sp.A",Sp. Anak,Mayapada Hospital Bogor,"Bogor Timur, Bogor",2025-05-22 16:49:09
"dr. Arvan Martovan, Sp.A",Sp. Anak,Siloam Hospitals Bogor,"Bogor Tengah, Bogor",2025-05-22 16:49:09
"dr. Aryana Diani, Sp.A",Sp. Anak,RS Mitra Keluarga Cibubur,"Jatisampurna, Bekasi",2025-05-22 16:49:09
"dr. Asti Praborini, Sp.A",Sp. Anak,RS Permata Depok,"Sawangan, Depok",2025-05-22 16:49:09
"dr. Aulia Fitri Swity, Sp.A (K)., M.Kes",Sp. Anak,Mayapada Hospital Kuningan,"Setiabudi, Jakarta Selatan",2025-05-22 16:49:11
dr. Ava Lanny Kawilarang Sp.A,Sp. Anak,RS Sentra Medika Cisalak,"Sukmajaya, Depok",2025-05-22 16:49:11
"dr. Avyandita Meirizkia, Sp.A",Sp. Anak,Siloam Hospitals Sriwijaya Palembang,"Ilir Barat I, Kota Palembang",2025-05-22 16:49:11
"dr. Benita Deselina, Sp.A",Sp. Anak,RS Mitra Keluarga Bintaro,"Pondok Aren, Tangerang Selatan",2025-05-22 16:49:11
"dr. Benny Herlianto, Sp.A",Sp. Anak,Mayapada Hospital Surabaya,"Sawahan, Kota Surabaya",2025-05-22 16:49:11
"dr. Benny Wibisono, Sp.A",Sp. Anak,RS Mitra Keluarga Kenjeran,"Mulyorejo, Kota Surabaya",2025-05-22 16:49:11
dr. Bernardus Andrew SP.A,Sp. Anak,Grows and Giggles Healthy Clinic,"Pasar Minggu, Jakarta Selatan",2025-05-22 16:49:11
"Dr. Bernardus Andrew, Dpop SpA",Sp. Anak,Grows and Giggles Healthy Clinic,"Pasar Minggu, Jakarta Selatan",2025-05-22 16:49:11
dr Bina Akura Sp. A,Sp. Anak,RSIA Harapan Bunda,"Denpasar Timur, Kota Denpasar",2025-05-22 16:49:11
"Bobby Pambudi, dr, Sp.A (K)",Sp. Anak,Sentra Medika Hospital Minahasa Utara,"Kalawat, Kabupaten Minahasa Utara",2025-05-22 16:49:11
dr. Bona Sandro Hasibuan Sp.A,Sp. Anak,RSIA dr. Djoko Pramono,"Karawang Barat, Kabupaten Karawang",2025-05-22 16:49:13
dr. Bona Sandro Hasibuan Sp. A,Sp. Anak,RSIA dr. Djoko Pramono,"Karawang Barat, Kabupaten Karawang",2025-05-22 16:49:13
"dr. Budi Purnomo, Sp.A (K)",Sp. Anak,Siloam Hospitals Lippo Village,"Kelapa Dua, Kabupaten Tangerang",2025-05-22 16:49:13
"dr Budi Purnomo, SpA K",Sp. Anak,Siloam Hospitals Lippo Village,"Kelapa Dua, Kabupaten Tangerang",2025-05-22 16:49:13
"dr. Budi Rahardjo, Sp.A",Sp. Anak,RS Mitra Keluarga Bekasi,"Bekasi Selatan, Bekasi",2025-05-22 16:49:13
dr. Budi Yudono Sp.A,Sp. Anak,RS Permata Dalima Serpong,"Serpong, Tangerang Selatan",2025-05-22 16:49:13
dr Budiana Hasyim Sp.A,Sp. Anak,RS Medika Utama Permata,"Balikpapan Kota, Kota Balikpapan",2025-05-22 16:49:13
"dr. Budisantoso Adji, Sp.A",Sp. Anak,Siloam Hospitals Sentosa Bekasi,"Bekasi Timur, Bekasi",2025-05-22 16:49:13
dr. Bugis Mardina Lubis,Sp. Anak,RSU Sarah,"Medan Petisah, Kota Medan",2025-05-22 16:49:13
"Dr.dr. Bugis Mardina, M.Ked(Ped), Sp.A, Subsp. Neo",Sp. Anak,RSIA Stella Maris,"Medan Maimun, Kota Medan",2025-05-22 16:49:13
"Dr. Bugis Mardina, M.Xed(Ped), Sp.A Subsp",Sp. Anak,RSIA Stella Maris,"Medan Maimun, Kota Medan",2025-05-22 16:49:16
dr. Buntet Sp.A,Sp. Anak,RSIA Budhi Mulia,"Marpoyan Damai, Kota Pekanbaru",2025-05-22 16:49:16
"dr. Carla Pusparani, Sp.A",Sp. Anak,Siloam Hospitals Bekasi Sepanjang Jaya,"Rawalumbu, Bekasi",2025-05-22 16:49:16
"dr. Carolina Salim, Sp.B",Sp. Anak,Siloam Hospitals Sentosa Bekasi,"Bekasi Timur, Bekasi",2025-05-22 16:49:16
"dr. Caroline Mulawi, Sp.A",Sp. Anak,Siloam Hospitals Agora,"Cempaka Putih, Jakarta Pusat",2025-05-22 16:49:16
dr. Catur Sp.A,Sp. Anak,RSIA Amanah Probolinggo,"Mayangan, Kota Probolinggo",2025-05-22 16:49:16
"dr. Chely Gunawan, Sp.A",Sp. Anak,Siloam Hospitals Surabaya,"Gubeng, Kota Surabaya",2025-05-22 16:49:16
"dr. Christianus W. H., M.Si.Med, Sp.A",Sp. Anak,RS Immanuel,"Bojongloa Kidul, Kota Bandung",2025-05-22 16:49:16
"dr. Cindy Diana Christie, Sp.A",Sp. Anak,RS Mitra Keluarga Kalideres,"Kalideres, Jakarta Barat",2025-05-22 16:49:16
"dr. Citra Ganesha Putri, Sp.A",Sp. Anak,RS Mitra Keluarga Pondok Tjandra,"Waru, Kabupaten Sidoarjo",2025-05-22 16:49:16
"dr. Citra Radhita, Sp.A",Sp. Anak,Mayapada Hospital Jakarta Selatan,"Cilandak, Jakarta Selatan",2025-05-22 16:49:18
"dr. Cut Badriah, Sp.A",Sp. Anak,RSIA Sammarie Basra,"Duren Sawit, Jakarta Timur",2025-05-22 16:49:18
Dr. Cynthia Rindang Kusumaningtyas Sp. A,Sp. Anak,RS Pondok Indah - Puri Indah,"Kembangan, Jakarta Barat",2025-05-22 16:49:18
dr. Cynthia Rindang Kusumaningtyas Sp.A,Sp. Anak,RS Pondok Indah - Puri Indah,"Kembangan, Jakarta Barat",2025-05-22 16:49:18
Dr. Cynthia Rindang Kusumaningtyas SP A,Sp. Anak,RS Pondok Indah - Puri Indah,"Kembangan, Jakarta Barat",2025-05-22 16:49:18
"dr. Cynthia Rindang Kusumaningtyas, Sp. A.",Sp. Anak,RS Pondok Indah - Puri Indah,"Kembangan, Jakarta Barat",2025-05-22 16:49:18
dr. DESSY SHINTA MURTY Sp.A,Sp. Anak,RS Universitas Islam Indonesia,"Pandak, Kabupaten Bantul",2025-05-22 16:49:18
"DR. HANDARMI SOSIAWAN, SP.A",Sp. Anak,RS Meilia,"Cimanggis, Depok",2025-05-22 16:49:18
"DR. dr. Eddy Widodo, Sp.A (K) FCCP",Sp. Anak,RS Simulasi Halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:49:18
dr. DWI HARYADI Sp.A,Sp. Anak,RSIA dr. Djoko Pramono,"Karawang Barat, Kabupaten Karawang",2025-05-22 16:49:18
dr. DWI HARYADI Sp.A,Sp. Anak,RSIA dr. Djoko Pramono,"Karawang Barat, Kabupaten Karawang",2025-05-22 16:49:20
"dr. Damar Prasetya Ajie Putra, Sp.A , M.Sc",Sp. Anak,RS Mitra Keluarga Kemayoran,"Kemayoran, Jakarta Pusat",2025-05-22 16:49:20
dr. Darma Yudha Hadianti Sp.A,Sp. Anak,National Hospital,"Wiyung, Kota Surabaya",2025-05-22 16:49:20
dr. Darma Yudha Hostiadi Sp A,Sp. Anak,National Hospital,"Wiyung, Kota Surabaya",2025-05-22 16:49:20
"dr. Darma Yudha Hostiadi, Sp.A",Sp. Anak,RS Mitra Keluarga Surabaya,"Sukomanunggal, Kota Surabaya",2025-05-22 16:49:20
Dr. Dasman Sp.A,Sp. Anak,Tzu Chi Hospital,"Penjaringan, Jakarta Utara",2025-05-22 16:49:20
dr. Datu B. Irawaty Tambing Sp.A.,Sp. Anak,RS Mitra Keluarga Bintaro,"Pondok Aren, Tangerang Selatan",2025-05-22 16:49:20
"dr. Daulika Yusna, Sp.A",Sp. Anak,Mayapada Hospital Kuningan,"Setiabudi, Jakarta Selatan",2025-05-22 16:49:20
"dr. Dave Anderson, Sp.A",Sp. Anak,Siloam Hospitals Sentosa Bekasi,"Bekasi Timur, Bekasi",2025-05-22 16:49:20
"dr. David Soeliongan Waworuntu, Sp.A (K)",Sp. Anak,Siloam Hospitals Manado,"Wenang, Kota Manado",2025-05-22 16:49:20
"dr. Deasy Fiasry, Sp.A",Sp. Anak,Mayapada Hospital Surabaya,"Sawahan, Kota Surabaya",2025-05-22 16:49:22
"dr. Debora Pratita Acchedya Buntoro, Sp.A",Sp. Anak,Siloam Hospitals Jember,"Kaliwates, Kabupaten Jember",2025-05-22 16:49:22
"dr. Debora, Sp.A",Sp. Anak,RS Mitra Keluarga Kalideres,"Kalideres, Jakarta Barat",2025-05-22 16:49:22
"dr. Dedy Rahmat , Sp.A (K)",Sp. Anak,RS Mitra Keluarga Bekasi,"Bekasi Selatan, Bekasi",2025-05-22 16:49:22
"dr. Denny Sujatno, Sp.A",Sp. Anak,RS Mitra Keluarga Surabaya,"Sukomanunggal, Kota Surabaya",2025-05-22 16:49:22
"dr. Desak Gede Arie Yudhantari, Sp.A",Sp. Anak,Siloam Hospitals Bogor,"Bogor Tengah, Bogor",2025-05-22 16:49:22
"dr. Desak Made Widiastiti, Sp.A",Sp. Anak,Siloam Hospitals Mampang,"Pancoran, Jakarta Selatan",2025-05-22 16:49:22
"dr. Desi Primayani, Sp.A",Sp. Anak,Siloam Hospitals Jambi,"Jambi Selatan, Kota Jambi",2025-05-22 16:49:22
"dr. Dessy Afrianty, Sp.A",Sp. Anak,RS Mitra Keluarga Cibubur,"Jatisampurna, Bekasi",2025-05-22 16:49:22
"dr. Dessy Gloria, Sp.A",Sp. Anak,RS Mitra Keluarga Pratama Jatiasih,"Jatiasih, Bekasi",2025-05-22 16:49:22
"dr. Devina Marchita Inge Santoso, Sp.A",Sp. Anak,Siloam Hospitals Jember,"Kaliwates, Kabupaten Jember",2025-05-22 16:49:24
Dr. Dewi A. Wisnumurti Sp. A,Sp. Anak,RS Awal Bros Pekanbaru,"Bukit Raya, Kota Pekanbaru",2025-05-22 16:49:24
dr. Dewi Amira Sari Sp.A,Sp. Anak,RSIA Bunda Suryatni,"Tanah Sareal, Bogor",2025-05-22 16:49:24
"dr. Dewi Andini Putri , Sp.A",Sp. Anak,RS Mitra Keluarga Kalideres,"Kalideres, Jakarta Barat",2025-05-22 16:49:24
dr. Dewi Hawani Adiwar Sp.A (K),Sp. Anak,RS Santo Borromeus,"Coblong, Kota Bandung",2025-05-22 16:49:24
dr. Dhani P.S.W Sp.A.,Sp. Anak,RS Mitra Keluarga Tegal,"Tegal Barat, Kota Tegal",2025-05-22 16:49:24
"dr. Dhani Poerbo S. Widodo, Sp.A",Sp. Anak,RS Mitra Keluarga Tegal,"Tegal Barat, Kota Tegal",2025-05-22 16:49:24
"dr. Dian Purnama Sari, Sp.A",Sp. Anak,Siloam Hospitals Labuan Bajo,"Komodo, Kabupaten Manggarai Barat",2025-05-22 16:49:24
"dr. Dicky Pribadi, Sp.A, M.Kes",Sp. Anak,RS Mitra Keluarga Depok,"Pancoran Mas, Depok",2025-05-22 16:49:24
"dr. Dicky Pribadi, Sp.A",Sp. Anak,RS Mitra Keluarga Depok,"Pancoran Mas, Depok",2025-05-22 16:49:24
"dr. Dicky Pribadi, Sp.A",Sp. Anak,RS Mitra Keluarga Depok,"Pancoran Mas, Depok",2025-05-22 16:49:26
dr. Dimas Dwi Saputro Sp.A,Sp. Anak,RS Harapan Bunda Jakarta,"Ciracas, Jakarta Timur",2025-05-22 16:49:26
"dr. Dina Garniasih, Sp.A (K)",Sp. Anak,Siloam Hospitals Lippo Village,"Kelapa Dua, Kabupaten Tangerang",2025-05-22 16:49:26
"dr. Dina Lyfia, Sp.A",Sp. Anak,Siloam Hospitals Dhirga Surya Medan,"Medan Petisah, Kota Medan",2025-05-22 16:49:26
Dr Erman Sp A,Sp. Anak,Mayapada Hospital Bandung,"Bandung Kidul, Kota Bandung",2025-05-22 16:49:26
Dr Francisca Sp.A,Sp. Anak,RS Simulasi Halodoc,"Setiabudi, Jakarta Selatan",2025-05-22 16:49:26
Dr Ian S Suteja M.Med Sc Sp A,Sp. Anak,Tzu Chi Hospital,"Penjaringan, Jakarta Utara",2025-05-22 16:49:26
"Dr Suzy Irawati Sjahid, dr., Msc., Sp.A",Sp. Anak,RSIA Limijati,"Bandung Wetan, Kota Bandung",2025-05-22 16:49:26
Dr. Dhyniek Nurul F.L.A,Sp. Anak,RS Betha Medika,"Cisaat, Kabupaten Sukabumi",2025-05-22 16:49:26
Dr. Dhyniek Nurul F.L.A,Sp. Anak,RS Betha Medika,"Cisaat, Kabupaten Sukabumi",2025-05-22 16:49:26
Dr. Johannus Edwin,Sp. Anak,Alia Hospital Jakarta Timur,"Duren Sawit, Jakarta Timur",2025-05-22 16:49:28
Dr. Johannus Edwin,Sp. Anak,Alia Hospital Jakarta Timur,"Duren Sawit, Jakarta Timur",2025-05-22 16:49:28
Dr. Johannus Edwin,Sp. Anak,Alia Hospital Jakarta Timur,"Duren Sawit, Jakarta Timur",2025-05-22 16:49:28
Dr. S. Tumpal Andreas C,Sp. Anak,RS EMC Pekayon,"Bekasi Selatan, Bekasi",2025-05-22 16:49:28
Dr. Sp. Anak (A. A. A. Putu Indah Pratiwi,Sp. Anak,RS Pondok Indah - Bintaro Jaya,"Pondok Aren, Tangerang Selatan",2025-05-22 16:49:28
Dr. Sp. Anak (Caessar Pronocitro,Sp. Anak,RS Pondok Indah - Bintaro Jaya,"Pondok Aren, Tangerang Selatan",2025-05-22 16:49:28
Dr. Sp. Anak (Caessar Pronocitro,Sp. Anak,RS Pondok Indah - Bintaro Jaya,"Pondok Aren, Tangerang Selatan",2025-05-22 16:49:28
Dr. Sp. Anak (Cynthia Rindang Kusumaningtyas,Sp. Anak,RS Pondok Indah - Puri Indah,"Kembangan, Jakarta Barat",2025-05-22 16:49:28
Dr. Sp. Anak (Cynthia Rindang Kusumaningtyas,Sp. Anak,RS Pondok Indah - Puri Indah,"Kembangan, Jakarta Barat",2025-05-22 16:49:28
Dr. Sp. Anak (Cynthia Rindang Kusumaningtyas,Sp. Anak,RS Pondok Indah - Puri Indah,"Kembangan, Jakarta Barat",2025-05-22 16:49:28
Dr. Sp. Anak (George Mogi dr. Sp. A),Sp. Anak,RS Pondok Indah - Puri Indah,"Kembangan, Jakarta Barat",2025-05-22 16:49:30
Dr. Sp. Anak (George Mogi dr. Sp. A),Sp. Anak,RS Pondok Indah - Puri Indah,"Kembangan, Jakarta Barat",2025-05-22 16:49:30
Dr. SpA,Sp. Anak,RS Puri Cinere,"Cinere, Depok",2025-05-22 16:49:30
Dr. SpAnak,Sp. Anak,RS Citama,"Bojonggede, Kabupaten Bogor",2025-05-22 16:49:30
Dr. SpAnak,Sp. Anak,RS Citama,"Bojonggede, Kabupaten Bogor",2025-05-22 16:49:30
Dr. Spesialis Anak,Sp. Anak,RS Mitra Family,"Telukjambe Timur, Kabupaten Karawang",2025-05-22 16:49:30
"dr. Dwi Ambar Prihatining U, Sp. A","Sp. Anak, Sp. Anak (Alergi-Imunologi Anak)",RS Bina Husada,"Cibinong, Kabupaten Bogor",2025-05-22 16:49:30
dr. Dwi Anik Sp. A,Sp. Anak,RSU Islam Harapan Anda Tegal,"Tegal Selatan, Kota Tegal",2025-05-22 16:49:30
"dr. Dwi Fiona, M.Sc., Sp.A",Sp. Anak,Siloam Hospitals Bekasi Sepanjang Jaya,"Rawalumbu, Bekasi",2025-05-22 16:49:30
dr. Dwi Haryadi Sp.A,Sp. Anak,RSIA dr. Djoko Pramono,"Karawang Barat, Kabupaten Karawang",2025-05-22 16:49:30
"dr. Dwi Haryadi, Sp.A M.Kes",Sp. Anak,RS Permata Keluarga Karawang,"Telukjambe Timur, Kabupaten Karawang",2025-05-22 16:49:33
"dr. Dwi Indrayati, Sp.A",Sp. Anak,RS Pertamina Cilacap,"Cilacap Selatan, Kabupaten Cilacap",2025-05-22 16:49:33
"dr. Dwiyanti Puspitasari, Sp.A (K), DTM&H, MCTM",Sp. Anak,Siloam Hospitals Surabaya,"Gubeng, Kota Surabaya",2025-05-22 16:49:33
dr. Dyah Ayu Amelia Sp.A,Sp. Anak,RSU Islam Harapan Anda Tegal,"Tegal Selatan, Kota Tegal",2025-05-22 16:49:33
"dr. E. Sukoworung, Sp.A. dr",Sp. Anak,Santosa Hospital Bandung Kopo,"Babakanciparay, Kota Bandung",2025-05-22 16:49:33
"dr. Eka Nurfitri, Sp.A",Sp. Anak,Mayapada Hospital Jakarta Selatan,"Cilandak, Jakarta Selatan",2025-05-22 16:49:33
"dr. Ekawaty Yasinta Yohana Larope, Sp.A (K)",Sp. Anak,Siloam Hospitals Lippo Village,"Kelapa Dua, Kabupaten Tangerang",2025-05-22 16:49:33
dr. Eko Kristanto Kunta Adjie Sp.A.,Sp. Anak,RS Mitra Keluarga Kelapa Gading,"Kelapa Gading, Jakarta Utara",2025-05-22 16:49:33
"dr. Eko Kristanto, Sp.A",Sp. Anak,RS Mitra Keluarga Kelapa Gading,"Kelapa Gading, Jakarta Utara",2025-05-22 16:49:33
"dr. Elda Khalida, Sp.A M.Kes",Sp. Anak,RSU San Medical Center,"Cikampek, Kabupaten Karawang",2025-05-22 16:49:33
"dr. Elda Khalida, SpA MKes",Sp. Anak,RSU San Medical Center,"Cikampek, Kabupaten Karawang",2025-05-22 16:49:35
"dr. Elda Khalida, SpA MKes",Sp. Anak,RSU San Medical Center,"Cikampek, Kabupaten Karawang",2025-05-22 16:49:35
dr. Elfridea Simatupang Sp.A,Sp. Anak,RSIA Santo Yusuf,"Tanjung Priok, Jakarta Utara",2025-05-22 16:49:35
Dr. Elsa Maimon Sp. A,Sp. Anak,RSUD Dr. Kanujoso Djatiwibowo - Balikpapan,"Balikpapan Utara, Kota Balikpapan",2025-05-22 16:49:35
"dr. Elvie C. Sangian, Sp.A",Sp. Anak,Siloam Hospitals Lippo Village,"Kelapa Dua, Kabupaten Tangerang",2025-05-22 16:49:35
"dr. Elvieta Allamanda, SpA MSc",Sp. Anak,Siloam Hospitals Sriwijaya Palembang,"Ilir Barat I, Kota Palembang",2025-05-22 16:49:35
"dr. Elvietha Allamanda, Sp.A",Sp. Anak,Siloam Hospitals Sriwijaya Palembang,"Ilir Barat I, Kota Palembang",2025-05-22 16:49:35
"dr. Emalia Damayanti, Sp.A",Sp. Anak,Siloam Hospitals Jambi,"Jambi Selatan, Kota Jambi",2025-05-22 16:49:35
dr. Endarwati Nurdin Sp.A,Sp. Anak,RSIA Tumbuh Kembang,"Cimanggis, Depok",2025-05-22 16:49:35
"dr. Erick Kan, Sp.A",Sp. Anak,Siloam Hospitals Lippo Village,"Kelapa Dua, Kabupaten Tangerang",2025-05-22 16:49:35
Dr. Erin Sp. A,Sp. Anak,Bogor Senior Hospital,"Bogor Selatan, Bogor",2025-05-22 16:49:37
dr. Erlin Juwita Sp.A,Sp. Anak,RS YPK Mandiri,"Menteng, Jakarta Pusat",2025-05-22 16:49:37
dr. Erlina Masniari Napitupulu SpA,Sp. Anak,RS EMC Sentul,"Babakan Madang, Kabupaten Bogor",2025-05-22 16:49:37
dr. Erni Irawati Sp. A,Sp. Anak,RS Helsa Jatirahayu,"Pondok Melati, Bekasi",2025-05-22 16:49:37
Dr. Ernie Yantho Sp.A,Sp. Anak,RS Mitra Keluarga Gading Serpong,"Pagedangan, Kabupaten Tangerang",2025-05-22 16:49:37
"dr. Esther Herlina SItumeang , Sp.A",Sp. Anak,RS Mitra Keluarga Grand Wisata,"Tambun Selatan, Kabupaten Bekasi",2025-05-22 16:49:37
